2020-10-03,AC,
2020-10-04,AC,
2020-10-05,AC,
2020-10-06,AC,
2020-10-07,AC,
2020-10-08,AC,
2020-10-09,AC,
2020-10-10,AC,
2020-10-11,AC,
2020-10-12,AC,
2020-10-13,AC,
2020-10-14,AC,
2020-10-15,AC,
2020-10-16,AC,
2020-10-17,AC,
2020-10-18,AC,
2020-10-19,AC,
2020-10-20,AC,
2020-10-21,AC,
2020-10-22,AC,
2020-10-23,AC,
2020-10-24,AC,
2020-10-25,AC,
2020-10-26,AC,
2020-10-27,AC,
2020-10-28,AC,
2020-10-29,AC,
2020-10-30,AC,
2020-10-31,AC,
2020-11-01,AC,
2020-11-02,AC,
2020-11-03,AC,
2020-11-04,AC,
2020-11-05,AC,
2020-11-06,AC,
2020-11-07,AC,
2020-11-08,AC,
2020-11-09,AC,
2020-11-10,AC,
2020-11-11,AC,
2020-11-12,AC,
2020-11-13,AC,
2020-11-14,AC,
2020-11-15,AC,
2020-11-16,AC,
2020-11-17,AC,
2020-11-18,AC,
2020-11-19,AC,
2020-11-20,AC,
2020-11-21,AC,
2020-11-22,AC,
2020-11-23,AC,
2020-11-24,AC,
2020-11-25,AC,
2020-11-26,AC,
2020-11-27,AC,
2020-11-28,AC,
2020-11-29,AC,
2020-11-30,AC,
2020-12-01,AC,
2020-12-02,AC,
2020-12-03,AC,
2020-12-04,AC,
2020-12-05,AC,
2020-12-06,AC,
2020-12-07,AC,
2020-12-08,AC,
2020-12-09,AC,
2020-12-10,AC,
2020-12-11,AC,
2020-12-12,AC,
2020-12-13,AC,
2020-12-14,AC,
2020-12-15,AC,
2020-12-16,AC,
2020-12-17,AC,
2020-12-18,AC,
2020-12-19,AC,
2020-12-20,AC,
2020-12-21,AC,
2020-12-22,AC,
2020-12-23,AC,
2020-12-24,AC,
2020-12-25,AC,
2020-12-26,AC,
2020-12-27,AC,
2020-12-28,AC,
2020-12-29,AC,
2020-12-30,AC,
2020-12-31,AC,
2020-01-01,AL,
2020-01-02,AL,
2020-01-03,AL,
2020-01-04,AL,
2020-01-05,AL,
2020-01-06,AL,
2020-01-07,AL,
2020-01-08,AL,
2020-01-09,AL,
2020-01-10,AL,
2020-01-11,AL,
2020-01-12,AL,
2020-01-13,AL,
2020-01-14,AL,
2020-01-15,AL,
2020-01-16,AL,
2020-01-17,AL,
2020-01-18,AL,
2020-01-19,AL,
2020-01-20,AL,
2020-01-21,AL,
2020-01-22,AL,
2020-01-23,AL,
2020-01-24,AL,
2020-01-25,AL,
2020-01-26,AL,
2020-01-27,AL,
2020-01-28,AL,
2020-01-29,AL,
2020-01-30,AL,
2020-01-31,AL,
2020-02-01,AL,
2020-02-02,AL,
2020-02-03,AL,
2020-02-04,AL,
2020-02-05,AL,
2020-02-06,AL,
2020-02-07,AL,1
2020-02-08,AL,
2020-02-09,AL,
2020-02-10,AL,
2020-02-11,AL,
2020-02-12,AL,
2020-02-13,AL,
2020-02-14,AL,
2020-02-15,AL,
2020-02-16,AL,
2020-02-17,AL,
2020-02-18,AL,
2020-02-19,AL,
2020-02-20,AL,
2020-02-21,AL,
2020-02-22,AL,
2020-02-23,AL,
2020-02-24,AL,
2020-02-25,AL,
2020-02-26,AL,
2020-02-27,AL,
2020-02-28,AL,
2020-02-29,AL,
2020-03-01,AL,
2020-03-02,AL,
2020-03-03,AL,
2020-03-04,AL,
2020-03-05,AL,
2020-03-06,AL,
2020-03-07,AL,
2020-03-08,AL,
2020-03-09,AL,
2020-03-10,AL,
2020-03-11,AL,
2020-03-12,AL,
2020-03-13,AL,
2020-03-14,AL,
2020-03-15,AL,
2020-03-16,AL,
2020-03-17,AL,
2020-03-18,AL,
2020-03-19,AL,
2020-03-20,AL,
2020-03-21,AL,
2020-03-22,AL,
2020-03-23,AL,1
2020-03-24,AL,
2020-03-25,AL,
2020-03-26,AL,
2020-03-27,AL,
2020-03-28,AL,
2020-03-29,AL,
2020-03-30,AL,2
2020-03-31,AL,
2020-04-01,AL,2
2020-04-02,AL,
2020-04-03,AL,
2020-04-04,AL,
2020-04-05,AL,
2020-04-06,AL,
2020-04-07,AL,
2020-04-08,AL,1
2020-04-09,AL,3
2020-04-10,AL,1
2020-04-11,AL,
2020-04-12,AL,
2020-04-13,AL,1
2020-04-14,AL,1
2020-04-15,AL,
2020-04-16,AL,1
2020-04-17,AL,2
2020-04-18,AL,3
2020-04-19,AL,1
2020-04-20,AL,2
2020-04-21,AL,
2020-04-22,AL,2
2020-04-23,AL,1
2020-04-24,AL,1
2020-04-25,AL,7
2020-04-26,AL,2
2020-04-27,AL,
2020-04-28,AL,6
2020-04-29,AL,4
2020-04-30,AL,8
2020-05-01,AL,9
2020-05-02,AL,4
2020-05-03,AL,10
2020-05-04,AL,12
2020-05-05,AL,4
2020-05-06,AL,12
2020-05-07,AL,9
2020-05-08,AL,11
2020-05-09,AL,6
2020-05-10,AL,13
2020-05-11,AL,13
2020-05-12,AL,12
2020-05-13,AL,17
2020-05-14,AL,20
2020-05-15,AL,19
2020-05-16,AL,32
2020-05-17,AL,20
2020-05-18,AL,20
2020-05-19,AL,22
2020-05-20,AL,18
2020-05-21,AL,23
2020-05-22,AL,13
2020-05-23,AL,15
2020-05-24,AL,21
2020-05-25,AL,27
2020-05-26,AL,20
2020-05-27,AL,22
2020-05-28,AL,37
2020-05-29,AL,29
2020-05-30,AL,33
2020-05-31,AL,31
2020-06-01,AL,25
2020-06-02,AL,31
2020-06-03,AL,20
2020-06-04,AL,37
2020-06-05,AL,32
2020-06-06,AL,40
2020-06-07,AL,23
2020-06-08,AL,22
2020-06-09,AL,25
2020-06-10,AL,22
2020-06-11,AL,27
2020-06-12,AL,22
2020-06-13,AL,19
2020-06-14,AL,20
2020-06-15,AL,24
2020-06-16,AL,28
2020-06-17,AL,25
2020-06-18,AL,18
2020-06-19,AL,27
2020-06-20,AL,20
2020-06-21,AL,24
2020-06-22,AL,22
2020-06-23,AL,28
2020-06-24,AL,26
2020-06-25,AL,11
2020-06-26,AL,12
2020-06-27,AL,11
2020-06-28,AL,14
2020-06-29,AL,17
2020-06-30,AL,17
2020-07-01,AL,11
2020-07-02,AL,17
2020-07-03,AL,12
2020-07-04,AL,6
2020-07-05,AL,15
2020-07-06,AL,17
2020-07-07,AL,15
2020-07-08,AL,15
2020-07-09,AL,14
2020-07-10,AL,15
2020-07-11,AL,9
2020-07-12,AL,18
2020-07-13,AL,19
2020-07-14,AL,18
2020-07-15,AL,14
2020-07-16,AL,18
2020-07-17,AL,11
2020-07-18,AL,8
2020-07-19,AL,13
2020-07-20,AL,10
2020-07-21,AL,17
2020-07-22,AL,7
2020-07-23,AL,9
2020-07-24,AL,11
2020-07-25,AL,13
2020-07-26,AL,8
2020-07-27,AL,4
2020-07-28,AL,8
2020-07-29,AL,4
2020-07-30,AL,9
2020-07-31,AL,13
2020-08-01,AL,8
2020-08-02,AL,6
2020-08-03,AL,7
2020-08-04,AL,7
2020-08-05,AL,6
2020-08-06,AL,6
2020-08-07,AL,7
2020-08-08,AL,5
2020-08-09,AL,10
2020-08-10,AL,3
2020-08-11,AL,6
2020-08-12,AL,7
2020-08-13,AL,6
2020-08-14,AL,8
2020-08-15,AL,6
2020-08-16,AL,10
2020-08-17,AL,5
2020-08-18,AL,5
2020-08-19,AL,5
2020-08-20,AL,8
2020-08-21,AL,8
2020-08-22,AL,3
2020-08-23,AL,9
2020-08-24,AL,6
2020-08-25,AL,4
2020-08-26,AL,3
2020-08-27,AL,1
2020-08-28,AL,2
2020-08-29,AL,2
2020-08-30,AL,2
2020-08-31,AL,7
2020-09-01,AL,4
2020-09-02,AL,
2020-09-03,AL,4
2020-09-04,AL,2
2020-09-05,AL,2
2020-09-06,AL,3
2020-09-07,AL,3
2020-09-08,AL,2
2020-09-09,AL,2
2020-09-10,AL,1
2020-09-11,AL,
2020-09-12,AL,1
2020-09-13,AL,
2020-09-14,AL,
2020-09-15,AL,
2020-09-16,AL,
2020-09-17,AL,
2020-09-18,AL,
2020-09-19,AL,
2020-09-20,AL,
2020-09-21,AL,
2020-09-22,AL,
2020-09-23,AL,
2020-09-24,AL,
2020-09-25,AL,
2020-09-26,AL,
2020-09-27,AL,
2020-09-28,AL,
2020-09-29,AL,
2020-09-30,AL,
2020-10-01,AL,
2020-10-02,AL,
2020-10-03,AL,
2020-10-04,AL,
2020-10-05,AL,
2020-10-06,AL,
2020-10-07,AL,
2020-10-08,AL,
2020-10-09,AL,
2020-10-10,AL,
2020-10-11,AL,
2020-10-12,AL,
2020-10-13,AL,
2020-10-14,AL,
2020-10-15,AL,
2020-10-16,AL,
2020-10-17,AL,
2020-10-18,AL,
2020-10-19,AL,
2020-10-20,AL,
2020-10-21,AL,
2020-10-22,AL,
2020-10-23,AL,
2020-10-24,AL,
2020-10-25,AL,
2020-10-26,AL,
2020-10-27,AL,
2020-10-28,AL,
2020-10-29,AL,
2020-10-30,AL,
2020-10-31,AL,
2020-11-01,AL,
2020-11-02,AL,
2020-11-03,AL,
2020-11-04,AL,
2020-11-05,AL,
2020-11-06,AL,
2020-11-07,AL,
2020-11-08,AL,
2020-11-09,AL,
2020-11-10,AL,
2020-11-11,AL,
2020-11-12,AL,
2020-11-13,AL,
2020-11-14,AL,
2020-11-15,AL,
2020-11-16,AL,
2020-11-17,AL,
2020-11-18,AL,
2020-11-19,AL,
2020-11-20,AL,
2020-11-21,AL,
2020-11-22,AL,
2020-11-23,AL,
2020-11-24,AL,
2020-11-25,AL,
2020-11-26,AL,
2020-11-27,AL,
2020-11-28,AL,
2020-11-29,AL,
2020-11-30,AL,
2020-12-01,AL,
2020-12-02,AL,
2020-12-03,AL,
2020-12-04,AL,
2020-12-05,AL,
2020-12-06,AL,
2020-12-07,AL,
2020-12-08,AL,
2020-12-09,AL,
2020-12-10,AL,
2020-12-11,AL,
2020-12-12,AL,
2020-12-13,AL,
2020-12-14,AL,
2020-12-15,AL,
2020-12-16,AL,
2020-12-17,AL,
2020-12-18,AL,
2020-12-19,AL,
2020-12-20,AL,
2020-12-21,AL,
2020-12-22,AL,
2020-12-23,AL,
2020-12-24,AL,
2020-12-25,AL,
2020-12-26,AL,
2020-12-27,AL,
2020-12-28,AL,
2020-12-29,AL,
2020-12-30,AL,
2020-12-31,AL,
2020-01-01,AM,
2020-01-02,AM,
2020-01-03,AM,
2020-01-04,AM,
2020-01-05,AM,
2020-01-06,AM,
2020-01-07,AM,
2020-01-08,AM,
2020-01-09,AM,
2020-01-10,AM,
2020-01-11,AM,
2020-01-12,AM,
2020-01-13,AM,
2020-01-14,AM,
2020-01-15,AM,
2020-01-16,AM,
2020-01-17,AM,
2020-01-18,AM,
2020-01-19,AM,
2020-01-20,AM,
2020-01-21,AM,
2020-01-22,AM,
2020-01-23,AM,
2020-01-24,AM,
2020-01-25,AM,
2020-01-26,AM,
2020-01-27,AM,
2020-01-28,AM,
2020-01-29,AM,
2020-01-30,AM,
2020-01-31,AM,
2020-02-01,AM,
2020-02-02,AM,
2020-02-03,AM,
2020-02-04,AM,
2020-02-05,AM,
2020-02-06,AM,
2020-02-07,AM,
2020-02-08,AM,
2020-02-09,AM,
2020-02-10,AM,
2020-02-11,AM,
2020-02-12,AM,
2020-02-13,AM,
2020-02-14,AM,
2020-02-15,AM,
2020-02-16,AM,
2020-02-17,AM,
2020-02-18,AM,
2020-02-19,AM,
2020-02-20,AM,
2020-02-21,AM,
2020-02-22,AM,
2020-02-23,AM,
2020-02-24,AM,
2020-02-25,AM,
2020-02-26,AM,
2020-02-27,AM,
2020-02-28,AM,
2020-02-29,AM,
2020-03-01,AM,
2020-03-02,AM,
2020-03-03,AM,
2020-03-04,AM,
2020-03-05,AM,
2020-03-06,AM,
2020-03-07,AM,
2020-03-08,AM,
2020-03-09,AM,
2020-03-10,AM,
2020-03-11,AM,
2020-03-12,AM,
2020-03-13,AM,
2020-03-14,AM,
2020-03-15,AM,
2020-03-16,AM,
2020-03-17,AM,
2020-03-18,AM,
2020-03-19,AM,
2020-03-20,AM,
2020-03-21,AM,
2020-03-22,AM,
2020-03-23,AM,
2020-03-24,AM,1
2020-03-25,AM,
2020-03-26,AM,
2020-03-27,AM,
2020-03-28,AM,
2020-03-29,AM,
2020-03-30,AM,1
2020-03-31,AM,
2020-04-01,AM,1
2020-04-02,AM,1
2020-04-03,AM,4
2020-04-04,AM,2
2020-04-05,AM,
2020-04-06,AM,4
2020-04-07,AM,9
2020-04-08,AM,4
2020-04-09,AM,9
2020-04-10,AM,7
2020-04-11,AM,16
2020-04-12,AM,5
2020-04-13,AM,9
2020-04-14,AM,17
2020-04-15,AM,14
2020-04-16,AM,12
2020-04-17,AM,16
2020-04-18,AM,23
2020-04-19,AM,14
2020-04-20,AM,21
2020-04-21,AM,20
2020-04-22,AM,25
2020-04-23,AM,33
2020-04-24,AM,26
2020-04-25,AM,29
2020-04-26,AM,33
2020-04-27,AM,40
2020-04-28,AM,45
2020-04-29,AM,31
2020-04-30,AM,29
2020-05-01,AM,39
2020-05-02,AM,35
2020-05-03,AM,35
2020-05-04,AM,37
2020-05-05,AM,33
2020-05-06,AM,33
2020-05-07,AM,30
2020-05-08,AM,28
2020-05-09,AM,26
2020-05-10,AM,32
2020-05-11,AM,35
2020-05-12,AM,34
2020-05-13,AM,26
2020-05-14,AM,35
2020-05-15,AM,26
2020-05-16,AM,28
2020-05-17,AM,25
2020-05-18,AM,29
2020-05-19,AM,33
2020-05-20,AM,26
2020-05-21,AM,19
2020-05-22,AM,28
2020-05-23,AM,19
2020-05-24,AM,21
2020-05-25,AM,24
2020-05-26,AM,24
2020-05-27,AM,23
2020-05-28,AM,25
2020-05-29,AM,17
2020-05-30,AM,21
2020-05-31,AM,18
2020-06-01,AM,22
2020-06-02,AM,15
2020-06-03,AM,13
2020-06-04,AM,29
2020-06-05,AM,15
2020-06-06,AM,9
2020-06-07,AM,13
2020-06-08,AM,11
2020-06-09,AM,14
2020-06-10,AM,5
2020-06-11,AM,11
2020-06-12,AM,9
2020-06-13,AM,8
2020-06-14,AM,6
2020-06-15,AM,15
2020-06-16,AM,13
2020-06-17,AM,5
2020-06-18,AM,7
2020-06-19,AM,9
2020-06-20,AM,5
2020-06-21,AM,9
2020-06-22,AM,10
2020-06-23,AM,8
2020-06-24,AM,11
2020-06-25,AM,6
2020-06-26,AM,4
2020-06-27,AM,5
2020-06-28,AM,7
2020-06-29,AM,7
2020-06-30,AM,3
2020-07-01,AM,9
2020-07-02,AM,8
2020-07-03,AM,6
2020-07-04,AM,3
2020-07-05,AM,5
2020-07-06,AM,6
2020-07-07,AM,2
2020-07-08,AM,5
2020-07-09,AM,9
2020-07-10,AM,5
2020-07-11,AM,6
2020-07-12,AM,4
2020-07-13,AM,3
2020-07-14,AM,6
2020-07-15,AM,8
2020-07-16,AM,2
2020-07-17,AM,7
2020-07-18,AM,3
2020-07-19,AM,8
2020-07-20,AM,4
2020-07-21,AM,6
2020-07-22,AM,4
2020-07-23,AM,1
2020-07-24,AM,5
2020-07-25,AM,3
2020-07-26,AM,4
2020-07-27,AM,4
2020-07-28,AM,6
2020-07-29,AM,5
2020-07-30,AM,4
2020-07-31,AM,5
2020-08-01,AM,3
2020-08-02,AM,4
2020-08-03,AM,3
2020-08-04,AM,7
2020-08-05,AM,8
2020-08-06,AM,9
2020-08-07,AM,4
2020-08-08,AM,5
2020-08-09,AM,6
2020-08-10,AM,4
2020-08-11,AM,3
2020-08-12,AM,5
2020-08-13,AM,5
2020-08-14,AM,9
2020-08-15,AM,1
2020-08-16,AM,5
2020-08-17,AM,6
2020-08-18,AM,6
2020-08-19,AM,5
2020-08-20,AM,1
2020-08-21,AM,2
2020-08-22,AM,5
2020-08-23,AM,6
2020-08-24,AM,5
2020-08-25,AM,4
2020-08-26,AM,6
2020-08-27,AM,2
2020-08-28,AM,3
2020-08-29,AM,2
2020-08-30,AM,4
2020-08-31,AM,12
2020-09-01,AM,5
2020-09-02,AM,6
2020-09-03,AM,5
2020-09-04,AM,1
2020-09-05,AM,5
2020-09-06,AM,3
2020-09-07,AM,3
2020-09-08,AM,6
2020-09-09,AM,2
2020-09-10,AM,5
2020-09-11,AM,1
2020-09-12,AM,
2020-09-13,AM,
2020-09-14,AM,
2020-09-15,AM,
2020-09-16,AM,
2020-09-17,AM,
2020-09-18,AM,
2020-09-19,AM,
2020-09-20,AM,
2020-09-21,AM,
2020-09-22,AM,
2020-09-23,AM,
2020-09-24,AM,
2020-09-25,AM,
2020-09-26,AM,
2020-09-27,AM,
2020-09-28,AM,
2020-09-29,AM,
2020-09-30,AM,
2020-10-01,AM,
2020-10-02,AM,
2020-10-03,AM,
2020-10-04,AM,
2020-10-05,AM,
2020-10-06,AM,
2020-10-07,AM,
2020-10-08,AM,
2020-10-09,AM,
2020-10-10,AM,
2020-10-11,AM,
2020-10-12,AM,
2020-10-13,AM,
2020-10-14,AM,
2020-10-15,AM,
2020-10-16,AM,
2020-10-17,AM,
2020-10-18,AM,
2020-10-19,AM,
2020-10-20,AM,
2020-10-21,AM,
2020-10-22,AM,
2020-10-23,AM,
2020-10-24,AM,
2020-10-25,AM,
2020-10-26,AM,
2020-10-27,AM,
2020-10-28,AM,
2020-10-29,AM,
2020-10-30,AM,
2020-10-31,AM,
2020-11-01,AM,
2020-11-02,AM,
2020-11-03,AM,
2020-11-04,AM,
2020-11-05,AM,
2020-11-06,AM,
2020-11-07,AM,
2020-11-08,AM,
2020-11-09,AM,
2020-11-10,AM,
2020-11-11,AM,
2020-11-12,AM,
2020-11-13,AM,
2020-11-14,AM,
2020-11-15,AM,
2020-11-16,AM,
2020-11-17,AM,
2020-11-18,AM,
2020-11-19,AM,
2020-11-20,AM,
2020-11-21,AM,
2020-11-22,AM,
2020-11-23,AM,
2020-11-24,AM,
2020-11-25,AM,
2020-11-26,AM,
2020-11-27,AM,
2020-11-28,AM,
2020-11-29,AM,
2020-11-30,AM,
2020-12-01,AM,
2020-12-02,AM,
2020-12-03,AM,
2020-12-04,AM,
2020-12-05,AM,
2020-12-06,AM,
2020-12-07,AM,
2020-12-08,AM,
2020-12-09,AM,
2020-12-10,AM,
2020-12-11,AM,
2020-12-12,AM,
2020-12-13,AM,
2020-12-14,AM,
2020-12-15,AM,
2020-12-16,AM,
2020-12-17,AM,
2020-12-18,AM,
2020-12-19,AM,
2020-12-20,AM,
2020-12-21,AM,
2020-12-22,AM,
2020-12-23,AM,
2020-12-24,AM,
2020-12-25,AM,
2020-12-26,AM,
2020-12-27,AM,
2020-12-28,AM,
2020-12-29,AM,
2020-12-30,AM,
2020-12-31,AM,
2020-01-01,AP,
2020-01-02,AP,
2020-01-03,AP,
2020-01-04,AP,
2020-01-05,AP,
2020-01-06,AP,
2020-01-07,AP,
2020-01-08,AP,
2020-01-09,AP,
2020-01-10,AP,
2020-01-11,AP,
2020-01-12,AP,
2020-01-13,AP,
2020-01-14,AP,
2020-01-15,AP,
2020-01-16,AP,
2020-01-17,AP,
2020-01-18,AP,
2020-01-19,AP,
2020-01-20,AP,
2020-01-21,AP,
2020-01-22,AP,
2020-01-23,AP,
2020-01-24,AP,
2020-01-25,AP,
2020-01-26,AP,
2020-01-27,AP,
2020-01-28,AP,
2020-01-29,AP,
2020-01-30,AP,
2020-01-31,AP,
2020-02-01,AP,
2020-02-02,AP,
2020-02-03,AP,
2020-02-04,AP,
2020-02-05,AP,
2020-02-06,AP,
2020-02-07,AP,
2020-02-08,AP,
2020-02-09,AP,
2020-02-10,AP,
2020-02-11,AP,
2020-02-12,AP,
2020-02-13,AP,
2020-02-14,AP,
2020-02-15,AP,
2020-02-16,AP,
2020-02-17,AP,
2020-02-18,AP,
2020-02-19,AP,
2020-02-20,AP,
2020-02-21,AP,
2020-02-22,AP,
2020-02-23,AP,
2020-02-24,AP,
2020-02-25,AP,
2020-02-26,AP,
2020-02-27,AP,
2020-02-28,AP,
2020-02-29,AP,
2020-03-01,AP,
2020-03-02,AP,
2020-03-03,AP,
2020-03-04,AP,
2020-03-05,AP,
2020-03-06,AP,
2020-03-07,AP,
2020-03-08,AP,
2020-03-09,AP,
2020-03-10,AP,
2020-03-11,AP,
2020-03-12,AP,
2020-03-13,AP,
2020-03-14,AP,
2020-03-15,AP,
2020-03-16,AP,
2020-03-17,AP,
2020-03-18,AP,
2020-03-19,AP,
2020-03-20,AP,
2020-03-21,AP,
2020-03-22,AP,
2020-03-23,AP,
2020-03-24,AP,
2020-03-25,AP,
2020-03-26,AP,
2020-03-27,AP,
2020-03-28,AP,
2020-03-29,AP,
2020-03-30,AP,
2020-03-31,AP,
2020-04-01,AP,
2020-04-02,AP,
2020-04-03,AP,
2020-04-04,AP,
2020-04-05,AP,
2020-04-06,AP,
2020-04-07,AP,
2020-04-08,AP,
2020-04-09,AP,
2020-04-10,AP,
2020-04-11,AP,2
2020-04-12,AP,
2020-04-13,AP,1
2020-04-14,AP,1
2020-04-15,AP,
2020-04-16,AP,1
2020-04-17,AP,
2020-04-18,AP,
2020-04-19,AP,
2020-04-20,AP,
2020-04-21,AP,1
2020-04-22,AP,1
2020-04-23,AP,1
2020-04-24,AP,
2020-04-25,AP,4
2020-04-26,AP,1
2020-04-27,AP,7
2020-04-28,AP,6
2020-04-29,AP,7
2020-04-30,AP,4
2020-05-01,AP,
2020-05-02,AP,3
2020-05-03,AP,4
2020-05-04,AP,4
2020-05-05,AP,9
2020-05-06,AP,7
2020-05-07,AP,3
2020-05-08,AP,13
2020-05-09,AP,10
